0.010093798,0.10187575,0,0,0,0,0,0,0,0,0,0,0.010093798,0.10187575,0,0,0,0,0,0,0,0,0,0,-0.003071779,11.55833333
0.020375109,0.10375027,0,0,0,0,0,0,0,0,0,0,0.020375109,0.10375027,0,0,0,0,0,0,0,0,0,0,-0.006143559,11.55833333
0.030843811,0.105623553,0,0,0,0,0,0,0,0,0,0,0.030843811,0.105623553,0,0,0,0,0,0,0,0,0,0,-0.009215338,11.55833333
0.041499778,0.107495592,0,0,0,0,0,0,0,0,0,0,0.041499778,0.107495592,0,0,0,0,0,0,0,0,0,0,-0.012287118,11.55833333
0.052342887,0.10936638,0,0,0,0,0,0,0,0,0,0,0.052342887,0.10936638,0,0,0,0,0,0,0,0,0,0,-0.015358897,11.55833333
0.063373012,0.11123591,0,0,0,0,0,0,0,0,0,0,0.063373012,0.11123591,0,0,0,0,0,0,0,0,0,0,-0.018430677,11.55833333
0.074590027,0.113104177,0,0,0,0,0,0,0,0,0,0,0.074590027,0.113104177,0,0,0,0,0,0,0,0,0,0,-0.021502456,11.55833333
0.085993805,0.114971173,0,0,0,0,0,0,0,0,0,0,0.085993805,0.114971173,0,0,0,0,0,0,0,0,0,0,-0.024574236,11.55833333
0.097584219,0.116836891,0,0,0,0,0,0,0,0,0,0,0.097584219,0.116836891,0,0,0,0,0,0,0,0,0,0,-0.027646015,11.55833333
0.109361141,0.118701325,0,0,0,0,0,0,0,0,0,0,0.109361141,0.118701325,0,0,0,0,0,0,0,0,0,0,-0.030717795,11.55833333
0.121324441,0.120564469,0,0,0,0,0,0,0,0,0,0,0.121324441,0.120564469,0,0,0,0,0,0,0,0,0,0,-0.033789574,11.55833333
0.133473991,0.122426315,0,0,0,0,0,0,0,0,0,0,0.133473991,0.122426315,0,0,0,0,0,0,0,0,0,0,-0.036861354,11.55833333
0.14580966,0.124286857,0,0,0,0,0,0,0,0,0,0,0.14580966,0.124286857,0,0,0,0,0,0,0,0,0,0,-0.039933133,11.55833333
0.158331319,0.126146088,0,0,0,0,0,0,0,0,0,0,0.158331319,0.126146088,0,0,0,0,0,0,0,0,0,0,-0.043004913,11.55833333
0.171038834,0.128004003,0,0,0,0,0,0,0,0,0,0,0.171038834,0.128004003,0,0,0,0,0,0,0,0,0,0,-0.046076692,11.55833333
0.183932075,0.129860594,0,0,0,0,0,0,0,0,0,0,0.183932075,0.129860594,0,0,0,0,0,0,0,0,0,0,-0.049148472,11.55833333
0.197010909,0.131715854,0,0,0,0,0,0,0,0,0,0,0.197010909,0.131715854,0,0,0,0,0,0,0,0,0,0,-0.052220251,11.55833333
0.210275201,0.133569779,0,0,0,0,0,0,0,0,0,0,0.210275201,0.133569779,0,0,0,0,0,0,0,0,0,0,-0.055292031,11.55833333
0.22372482,0.13542236,0,0,0,0,0,0,0,0,0,0,0.22372482,0.13542236,0,0,0,0,0,0,0,0,0,0,-0.05836381,11.55833333
0.237359628,0.137273591,0,0,0,0,0,0,0,0,0,0,0.237359628,0.137273591,0,0,0,0,0,0,0,0,0,0,-0.06143559,11.55833333
0.251179493,0.139123467,0,0,0,0,0,0,0,0,0,0,0.251179493,0.139123467,0,0,0,0,0,0,0,0,0,0,-0.064507369,11.55833333
0.265184276,0.140971981,0,0,0,0,0,0,0,0,0,0,0.265184276,0.140971981,0,0,0,0,0,0,0,0,0,0,-0.067579149,11.55833333
0.279373843,0.142819125,0,0,0,0,0,0,0,0,0,0,0.279373843,0.142819125,0,0,0,0,0,0,0,0,0,0,-0.070650928,11.55833333
0.293748056,0.144664895,0,0,0,0,0,0,0,0,0,0,0.293748056,0.144664895,0,0,0,0,0,0,0,0,0,0,-0.073722708,11.55833333
